Date,ADM,BC,ENV,NAV,SXC,FBHS,ACRE,ABBV,SXCP,BRSS,TR,SPA,CAT,DE,ABT,EXC,MSI,DOV,BAX,SCL,AJG,MCD,AXE,CNA,FSS,GWW,AIR,ITW,ODC,ORI,TDS,RLI,USM,IEX,VTR,KMPR,HMN,ELS,GGP,ATR,TWI,USG,ALL,EQR,FR,NCI,TEN,JLL,INGR,PKG,THS,ACCO,CF,UAL,DFS,JBT,H,Index
2017-01-03,0.003342495746898601,0.006914968118059601,-0.01416035557166934,0.0064958701655148995,-0.01201390849427581,-0.0004431721940755789,0.0170050780102491,-0.01184012160637677,0.0122926267608881,-0.0186906126514196,-0.01226019837894738,-0.002197282873106,0.004991967678058101,0.0013154647126674707,0.008175735808897001,-0.01693974576891661,7.89831206083301e-05,0.011398622281837502,-0.00623130939902067,-0.0179367992282033,-0.0030977642350017995,-0.0257392735406876,0.0020007588714242,-0.00655882004183978,0.008169428892421702,0.000985962785768511,-0.00243511471898556,-0.007996639022615552,-0.033349197842192604,-0.00480238047429621,0.044509572423982596,-0.0325638824328899,0.036115368343877796,0.004393768012511701,-0.0147245689481616,-0.01638721816242933,-0.00615007292480469,-0.018888794370007497,0.0071259676292419,-0.01434090223164558,0.0040023051947235995,0.008826445303845399,-0.007812055021070689,-0.019829016663146,-0.00777354617138654,-0.0275851232186079,0.0180861162766695,0.0048744552582383,-0.005125514017429949,-0.00636443031952977,-0.0012834081612646594,0.0030076480284214006,0.0039022848755002008,-0.01081915155054331,0.0003913142531991008,-0.01663080930711031,0.0030950973555325997,0.008486575
2017-01-04,-0.00745424267663771,0.013237589501634601,0.0356471850507412,-0.00383790361522847,0.036755525969759,0.0048547866724882,0.00066974712242222,0.0083780125685487,0.0349902189307365,-0.00719504058654571,0.0056413472600732005,-0.0111389406986084,-0.01019085012669826,0.0112887113325748,0.0022162669308934194,0.002802927509740349,-0.00703810574780369,-0.0010114922217574103,0.0012534195527885003,0.0210402193449888,0.006911684290364701,-0.00689267670097911,0.0125927082233582,-0.00403881469103658,0.0112908924900446,0.00229647895027733,-8.06479077005047e-06,-0.00188619061666691,-0.00223328383001649,4.594539929961977e-05,0.0182908340327892,-0.01059163594911957,-0.006598094015523434,-0.0011180755711641304,0.00200341967572308,0.020443737038270002,0.0082636685081277,0.004228624046638971,0.018321785607234,0.0108485869102631,0.0251146438502226,0.0208263876818571,-0.00302573922383749,0.004492962264314599,0.015296577938691101,-0.00299646426285768,0.0228135078184757,0.0309023610286865,0.00161543069113827,0.0103953699551973,0.0084435385622535,0.0170049793057594,0.0309893316559944,-0.00145882973740959,0.0109145543508682,0.00424834759612417,-0.0032178477879163,0.005722309
2017-01-05,-0.00660300427267981,-0.00046979901532364005,0.0117296168099837,-0.0346525002751751,-0.013660576056341599,-0.00859396984020901,-0.00487505444477034,0.008354799494494681,-0.0138993112851186,-0.0213532232228918,-0.012962144661347399,-0.0377714362476273,-0.00532102245057654,-0.00367084550822806,0.00940888575126696,0.001052392697541967,-0.0094101716313763,-0.00248538572492731,0.00747456415404844,-0.0135891994942231,0.00303908125345874,0.00261192910687345,-0.0136178730536504,-0.0105138717700047,-0.0246320467923088,-0.016451041075985,-0.0342173155877991,-0.010449731584291001,-0.0208928108696146,-0.00235756030457747,-0.00693892720306945,-0.021737909737627,-0.00142092034372222,-0.008177383664648059,0.00971488947828579,-0.0125330657247705,-0.007275271091262821,0.0172847203429537,0.001540511053402901,-0.009467805597583801,-0.0163233306739731,-0.013155061613421,-0.0038011184443039903,0.0143052499260502,-0.00271852626616788,-0.013598293859164199,-0.0115094621215267,0.0112285624708729,0.0006914770273705869,-0.011270557392041199,-0.0156383224312468,-0.014044130082826099,0.0010732831360055059,-0.0278515767786903,-0.013294800046484,-0.0172315992895765,-0.013326419379214801,-0.0007706705
2017-01-06,-0.0264577415168934,-0.022324656727974897,-0.00758204994282651,-0.01001683029836941,-0.0353860367417984,0.0118676101460404,-0.01132396667755175,-0.003203333714296699,-0.030812216582959198,-0.0185999233604126,-0.02503591741926,-0.0536259670139008,-0.00308685063875246,0.007304098796779599,0.0236870109706469,0.012821112167770399,-0.0004917985156827,0.0120325222282953,0.006915911440486399,-0.01318886935270357,-0.0012536913950644702,0.0053385471596665394,-0.0156824184910111,-0.00813082478499937,0.007926154290074799,-0.00678913936509717,-0.0022773982586987603,0.0069262249066777,-0.0149987057179861,-0.0014249697656087902,-0.007401685822074891,-0.0005134587504618199,-0.01120417391440797,-0.005939355478873131,-0.00541658700468916,0.0009774312979824499,-0.00235823717459071,0.00453758925640059,-0.003516968,-0.0031086547046616972,-0.0452560592771225,-0.0310892515212946,-0.00189596636711586,1.328099959563983e-05,-0.012270469810133461,-0.01139714348620701,-0.00198207202858257,-0.008365421681916,-0.00636755478127825,0.0183978922336645,-0.01316810458457994,-0.0147952061474972,0.0091911101385302,0.00268636538156343,-0.0150396559715919,-0.0141615743145995,-0.0085848193944149,0.003516968
2017-01-09,0.004219373489705324,-0.00549303154742956,-0.00325416094905376,-0.0226208630139255,-0.022252148681345,-0.0125156480008984,-0.0014585714908564099,0.010132635279533859,-0.0194106630170965,-0.0178909718180323,-0.0029197448985898503,-0.018469768309059102,-0.00365262405297399,-0.008659116656544199,0.00256775811964035,-0.018901587196650502,0.00511687042841077,-0.009318140999438802,0.01782794695997,-0.006465008215072099,-0.0103768796781325,0.0008158518811440499,-0.012461236410799,-0.011333132826747899,0.0004058704124516202,-0.0014190163584673395,-0.006665052578809299,-0.00133424039280653,-0.0448474574024105,-0.0141967504406595,-0.013676031225385701,-0.0122558108652258,-0.005526248098375801,-0.0082615909287953,0.00989275545531273,-0.0177042528176928,-0.010340382077755901,-0.007285615162017399,-0.0137591610783958,0.00599754372329772,-0.020952387445631,0.00527744091765344,-0.0107468568841243,-0.0103700093114996,-0.008108095929982701,-0.010748524882855399,-0.0042675647074604,0.002705273543925434,-0.0038364973971867595,0.010085253777889009,-0.0010456458786749796,-0.0268696627700949,0.01251178727203369,0.00228747042079777,-0.0025573910335326203,-0.009003777720990199,9.208478682995024e-05,-0.00354856
2017-01-10,-0.00648046750575304,0.00474456464871764,-0.0109589463099837,0.0288880988955498,0.059360783547163,0.00500921392813325,0.00790802389383316,-0.00218033627606928,0.0522193238139153,0.00156492134556174,-0.00651041651144624,0.00703562935814261,0.0158059876412153,-0.00285201100632548,0.0135002257302404,-0.0059540425427258,-0.0046976562589407,0.00391026353463531,0.00736409286037087,0.0141108548268676,0.000381615303922445,-0.00149464677087963,0.0100124580785632,0.0101535376161337,0.00756619730964303,0.00160623015835881,0.00844279117882252,0.00237161363475025,-0.0029060875531286,0.00903294794261456,0.0,0.0133536327630281,-0.00223368965089321,0.0142968706786633,-0.0360914245247841,0.0274285897612572,0.00938970781862736,-0.0120481550693512,-0.0199607964605093,-0.0116721037775278,0.0288372486829758,-0.0017258970765397,0.00903001334518194,-0.00915154535323381,-0.00822014082223177,0.0128928162157536,0.0308928024023771,0.00196923362091184,-0.00735998526215553,0.00239269365556538,-0.00279716006480157,0.0196078438311815,-0.0307965911924839,0.0333895199000835,0.00684163440018892,-0.00121063529513776,0.00711937574669719,0.0
2017-01-11,-0.012951039973857398,0.006433026600418091,0.0040956430284059,-0.006094288345637321,-0.00110546991622686,0.0027086122108376,-0.00710919525867939,-0.038571728658142096,-0.0053109168393784805,-0.0059545769209289594,0.0024128185732042798,-0.003761029892346412,0.0059096410086131096,0.00498814574980497,-0.00149750153927743,0.00658281400406122,0.00019597072691976978,0.0249555182790136,0.0074908684154725005,-0.00763192193976283,-0.00168493742516875,0.0024094974769032,0.017616551104722,-0.003810219964223504,0.0009252144636338901,0.0198385861849165,-0.00096905735249311,0.0019840432477867603,-0.01069900419956684,0.0129682828819132,-0.0058057606539005,0.0005065612176185898,-0.00932155296600103,0.0073014979397631,0.0014215518867349598,-0.00505430999605596,0.00298438846671343,-0.00878854914030671,-0.00722256049907446,0.00019159979724646002,-0.013679550294044,0.00408609045275807,-0.0002532606331878901,-0.01175254051035881,-0.0129196795488024,-0.0080005738737309,-0.00687506495437264,-0.00105134843310952,0.010790638360915199,0.00330811712497234,0.0006767462154603,-0.0182141654977822,0.0417778023665524,0.0159051248019314,-0.00920869529640913,0.0208067611938095,0.0031519799640154804,0.002829565
2017-01-12,-0.0108068427087278,-0.0014543249288113099,0.017275511285522502,-0.0247141262532682,-0.0099034691245766,-0.0020777462066621797,-0.00143692246801269,0.0044345697371749905,0.0071198963543860905,-0.011961794459959998,-0.005677913317224501,0.00354329740931231,-0.00482834410085392,-0.00296357087953997,-0.006618649700424191,0.0035575599160506104,-0.00630115624680233,-0.007835045458516599,-0.008070257493993802,-0.0097334841282577,0.00405028438963878,0.0122374175100117,-0.0130343604849191,-0.011106803083560001,-0.0153116481394978,0.00316194095485795,-0.009616344237467801,-0.00232100719749045,-0.014012685978552802,-0.015480966308853102,-0.008468835616251998,-0.0103240748883696,0.00665130466059732,-0.006827779115876669,0.003121655898401022,-0.0179220857115002,-0.0163523396493406,0.0131581816805987,0.0009413560603274702,0.00611519254581022,-0.0161367664129944,-0.008844312282046799,-0.00137164048082244,0.0147809749452858,0.00833332538441706,-0.0014538136327178499,-0.0133509403110952,0.00476058618933845,-0.0032619442807049802,-0.0163821270705671,0.00046756584034252004,-0.0212927619011612,0.011504205873468402,-0.011714533904334998,-0.0026005920970351695,0.00392097001732278,-0.008846249433002,-0.002144753
2017-01-13,0.0009126321430985901,0.008625157924342599,0.0157652514073734,-0.0005034830635677,-0.00794739667142582,-0.0012967871832924782,-0.00041201449747038004,0.0097363477591162,-0.0216519163903112,0.009278865346658699,0.008662662284422399,0.0181687751803284,0.00336351692860174,0.00404538149197745,0.0033072864655141797,-0.001849862,-0.0007547495868320501,0.0144829021785145,-0.00313985470964414,0.00578851280917573,0.00252441577796984,-0.00676385424847555,0.009247567320216199,0.013569257037687799,0.007033347899067881,0.0016642658058290498,0.0091115681472902,0.00451176269163537,0.0390578376147633,-0.00026681304259998004,-0.00386124192553413,0.00118044605662274,-0.00409307163025093,0.0108475161734705,0.0001019748644639799,0.0095267023909574,0.007572934778380871,-0.00074669271523905,-0.0050627104454006,0.00046840012257147,-0.0158163068797703,0.0182890256885176,0.00100028845665204,-0.0130805784818048,-0.00546775194632661,0.00497197108526874,0.00288726417531419,-0.00688155153582644,0.009022314848352,0.00206362763603377,-0.002829838146481931,0.014150121996152898,-0.0172076944243426,0.0024744582380836003,0.0030583714153354204,0.00583337135796595,0.00580184096654105,0.001849862
2017-01-17,0.0289086690267582,-0.0009646019803326105,-0.022332119745944,-0.0145115042010288,-0.027707294551465998,-0.00200763064417648,0.0015317190067876598,0.0008703724110532998,-0.0096587613129954,-0.0033217705691199304,0.0003666624056209299,-0.042217333791587805,-0.00666420440170574,-0.010738940900001999,0.002234573136273444,0.0153829213326831,-0.015751269636486,-0.015488256690834,0.0044744921710376095,-0.009459489015672699,-0.0015771235244314698,0.0132555682307143,-0.0403252178708057,0.00174283749442887,-0.006466436190340999,0.0184091879149933,-0.0215058261433582,-0.0016519948745112403,-0.015678553832505198,0.0040212669504840395,0.0160679183995385,-0.0165021801272373,-0.00377708532828498,-0.010660932389829599,0.00994802639838648,-0.0161551581600647,-0.0122016398141127,0.01013009530511093,0.00739943656158042,0.00079058134947312,-0.0178068382570486,-0.0259636929163675,0.0024261443854343588,0.0043872867340256,0.00986650773343039,-0.0026123858893256197,0.007530285986330029,-0.035241917697523106,0.00470732979961079,-0.014803686169717799,0.0277712671181221,-0.0167175372967463,-0.029110194174383198,-0.00483661330286074,-0.0215929513702135,-0.0134548032561283,-0.0143892662504654,-0.002967502
