ADM
ADM
BC
BC
ENV
NAV
NAV
NAV
SXC
FBHS
ACRE
ABBV
SXCP
BRSS
TR
TR
SPA
SPA
CAT
CAT
DE
DE
ABT
ABT
EXC
MSI
DOV
DOV
BAX
BAX
BAX
BAX
SCL
SCL
SCL
AJG
MCD
MCD
AXE
CNA
FSS
FSS
GWW
GWW
METH
AIR
AIR
ITW
ODC
ORI
TDS
TDS
TDS
RLI
USM
USM
IEX
VTR
KMPR
DV
DV
HMN
ELS
GGP
GGP
GGP
GGP
ATR
TWI
TWI
USG
ALL
EQR
EQR
FR
NCI
TEN
TEN
TEN
JLL
INGR
PKG
THS
ACCO
CF
SXC
UAL
DFS
JBT
H
